status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,home_ownership,grade,outcome,emp_length,emp_len_,borrower_score
Fully Paid,5425,f,40000,26.16,5.16810,5438,57.20,MORTGAGE,7.00,paid off,3,t,0.55
Fully Paid,19500,f,75000,21.66,11.24370,29932,78.40,OWN,3.20,paid off,7,t,0.60
Fully Paid,28000,f,78300,25.70,13.87880,25124,64.20,MORTGAGE,5.20,paid off,5,t,0.55
Fully Paid,6000,f,77000,2.10,3.26992,5246,67.30,MORTGAGE,3.20,paid off,11,t,0.55
Fully Paid,6000,f,20000,5.04,11.74380,2140,35.90,RENT,5.40,paid off,2,t,0.60
Fully Paid,4500,f,86000,3.87,2.03707,8697,94.50,MORTGAGE,5.60,paid off,7,t,0.25
Fully Paid,5000,f,45000,29.39,4.05813,1825,8.80,RENT,6.20,paid off,11,t,0.60
Fully Paid,5400,f,51996,3.42,4.52135,5128,96.80,RENT,3.60,paid off,2,t,0.40
Fully Paid,35000,f,127500,17.35,11.99020,19990,37.40,MORTGAGE,3.40,paid off,11,t,0.55
Fully Paid,6800,f,53000,11.59,5.17608,7398,70.50,MORTGAGE,4.40,paid off,2,t,0.30
Fully Paid,25000,f,59000,19.65,17.82630,18513,38.30,RENT,4.60,paid off,6,t,0.45
Fully Paid,10000,f,70000,15.12,5.67017,10727,58.30,MORTGAGE,5.60,paid off,11,t,0.50
Fully Paid,12000,f,60000,7.16,7.47880,11606,31.90,RENT,6.60,paid off,2,t,0.50
Fully Paid,24050,f,139000,10.24,6.46999,24053,39.60,OWN,6.60,paid off,3,t,0.65
Fully Paid,4000,f,50000,15.31,3.28536,5073,13.80,RENT,6.00,paid off,11,t,0.50
Fully Paid,6000,f,52000,13.13,4.60685,4259,24.10,MORTGAGE,5.60,paid off,11,t,0.70
Fully Paid,28000,f,170000,11.46,6.77054,35775,77.30,RENT,4.40,paid off,11,t,0.45
Fully Paid,35000,f,145000,15.84,9.12902,20335,71.90,RENT,7.00,paid off,11,t,0.55
Fully Paid,20000,f,130000,9.67,6.42425,26972,46.80,RENT,4.80,paid off,1,t,0.35
Fully Paid,20000,f,91587,26.14,8.57781,10812,29.50,RENT,5.40,paid off,3,t,0.55
Fully Paid,8500,f,47000,18.28,6.89132,7068,36.80,RENT,7.00,paid off,2,t,0.60
Fully Paid,5000,f,52000,16.71,3.78531,6590,45.10,RENT,5.40,paid off,4,t,0.65
Fully Paid,6000,f,35900,19.63,6.66050,15769,77.70,MORTGAGE,5.60,paid off,9,t,0.60
Fully Paid,11325,f,36000,22.63,13.32600,24501,80.00,RENT,4.80,paid off,2,t,0.40
Fully Paid,12000,f,40000,2.40,12.56970,4340,85.10,MORTGAGE,1.20,paid off,10,t,0.55
Fully Paid,24000,f,132000,14.64,7.25927,19090,50.20,MORTGAGE,5.60,paid off,10,t,0.55
Fully Paid,6000,f,99000,20.33,2.62097,60852,77.30,MORTGAGE,3.20,paid off,11,t,0.55
Fully Paid,6000,f,56000,7.18,4.34636,2337,25.10,MORTGAGE,4.20,paid off,1,t,0.60
Fully Paid,5000,f,42000,13.57,4.59371,7013,52.70,RENT,5.20,paid off,5,t,0.55
Fully Paid,3000,f,67000,13.09,1.86161,0,0.00,RENT,3.40,paid off,3,t,0.35
Fully Paid,12000,f,56000,13.61,7.89536,0,0.00,RENT,6.40,paid off,1,t,0.60
Fully Paid,10000,f,72000,16.80,5.11733,7649,26.80,OWN,6.40,paid off,3,t,0.50
Fully Paid,2500,f,47004,20.02,2.23309,4902,98.00,RENT,3.80,paid off,10,t,0.50
Fully Paid,20000,f,200000,0.15,3.89352,256,1.20,MORTGAGE,5.20,paid off,11,t,0.75
Fully Paid,10000,f,60000,15.92,6.74280,8968,31.60,MORTGAGE,5.00,paid off,5,t,0.45
Fully Paid,20000,f,100000,18.46,8.09928,32163,91.90,MORTGAGE,5.80,paid off,10,t,0.45
Fully Paid,11000,f,58000,24.89,7.95869,17765,97.60,RENT,3.20,paid off,3,t,0.50
Fully Paid,3600,f,46000,20.82,3.65661,6874,70.10,RENT,1.20,paid off,10,t,0.55
Fully Paid,6000,f,100000,19.90,2.22720,12597,76.80,MORTGAGE,6.60,paid off,5,t,0.40
Fully Paid,16300,f,107500,17.09,5.58664,28515,24.90,MORTGAGE,6.40,paid off,11,t,0.60
Fully Paid,4000,f,73000,11.21,2.15655,1749,72.90,RENT,5.60,paid off,4,t,0.40
Fully Paid,1600,f,15000,7.60,4.64400,2200,31.40,RENT,3.60,paid off,3,t,0.50
Fully Paid,25000,f,95004,15.78,11.11340,28636,67.50,MORTGAGE,4.00,paid off,4,t,0.55
Fully Paid,6800,f,97000,24.16,2.85934,53066,92.00,MORTGAGE,4.40,paid off,7,t,0.55
Fully Paid,14000,f,150000,5.27,3.43888,4285,21.90,RENT,6.40,paid off,1,t,0.50
Fully Paid,31300,f,228000,1.99,5.63753,13243,82.60,MORTGAGE,6.00,paid off,8,t,0.30
Fully Paid,10000,f,35000,22.05,11.22310,8752,83.40,MORTGAGE,5.60,paid off,4,t,0.40
Fully Paid,13250,f,102000,17.64,5.00871,34809,59.90,MORTGAGE,5.20,paid off,11,t,0.50
Fully Paid,2500,f,22800,12.95,4.30737,8063,84.90,MORTGAGE,5.60,paid off,11,t,0.45
Fully Paid,7000,f,36000,16.57,7.65133,7626,33.40,MORTGAGE,6.00,paid off,6,t,0.55
Fully Paid,4000,f,75000,10.75,1.94096,15294,32.90,MORTGAGE,6.40,paid off,3,t,0.55
Fully Paid,13500,f,77508,15.88,7.02973,14255,57.70,RENT,4.20,paid off,11,t,0.60
Fully Paid,5600,f,72000,13.50,3.47817,20012,99.10,RENT,4.00,paid off,4,t,0.50
Fully Paid,10000,f,42000,9.57,8.88857,6671,36.30,RENT,6.80,paid off,5,t,0.60
Fully Paid,17000,f,97243,10.71,7.44769,56896,97.40,MORTGAGE,2.40,paid off,11,t,0.75
Fully Paid,10000,f,48000,24.25,8.48125,8971,64.10,RENT,4.60,paid off,9,t,0.45
Fully Paid,5000,f,95000,20.84,1.96497,6090,54.30,MORTGAGE,6.80,paid off,3,t,0.70
Fully Paid,20000,f,83500,19.77,9.75075,28725,48.90,RENT,4.60,paid off,2,t,0.50
Fully Paid,10000,f,52000,18.81,7.11715,9951,33.90,RENT,6.60,paid off,11,t,0.70
Fully Paid,3000,f,13920,10.78,10.21470,1775,31.10,OWN,1.60,paid off,1,t,0.60
Fully Paid,15000,f,75000,18.47,7.74304,15419,61.20,MORTGAGE,5.20,paid off,10,t,0.60
Fully Paid,15000,f,52000,17.66,10.53550,12960,30.30,OWN,6.20,paid off,3,t,0.55
Fully Paid,6300,f,75000,10.32,3.42960,11485,39.90,RENT,4.20,paid off,11,t,0.70
Fully Paid,21600,f,90000,14.16,9.42747,22474,46.00,RENT,5.40,paid off,1,t,0.45
Fully Paid,3000,f,145000,19.97,0.89628,29748,51.30,MORTGAGE,1.60,paid off,9,t,0.45
Fully Paid,2300,f,60000,24.98,1.50920,7700,35.80,MORTGAGE,5.40,paid off,3,t,0.65
Fully Paid,3000,f,42000,3.00,2.82629,3688,67.10,RENT,5.80,paid off,7,t,0.65
Fully Paid,11325,f,33000,17.75,14.43780,4427,42.20,OWN,4.60,paid off,11,t,0.50
Fully Paid,5000,f,88000,15.45,2.22068,23939,79.50,OWN,5.40,paid off,11,t,0.25
Fully Paid,2000,f,50004,16.03,1.59227,874,21.80,MORTGAGE,4.60,paid off,9,t,0.70
Fully Paid,2800,f,50000,13.08,2.28408,7171,90.80,RENT,4.40,paid off,2,t,0.40
Fully Paid,5400,f,81000,13.04,2.61881,9779,35.40,MORTGAGE,5.60,paid off,11,t,0.70
Fully Paid,15500,f,79000,28.27,7.83372,18786,77.00,MORTGAGE,5.60,paid off,3,t,0.40
Fully Paid,18000,f,75000,10.98,9.14496,9204,44.90,RENT,7.00,paid off,5,t,0.50
Fully Paid,12000,f,80000,3.14,6.03810,5674,28.70,RENT,6.00,paid off,6,t,0.75
Fully Paid,10000,f,60000,9.94,6.06540,9557,18.00,RENT,6.40,paid off,6,t,0.50
Fully Paid,21000,f,91000,12.86,9.21376,17310,85.50,MORTGAGE,5.60,paid off,11,t,0.40
Fully Paid,15000,f,285000,13.49,2.32219,45785,91.00,MORTGAGE,4.00,paid off,9,t,0.55
Fully Paid,4000,f,250000,2.77,0.59405,1002,2.40,MORTGAGE,6.60,paid off,3,t,0.65
Fully Paid,8000,f,54996,4.65,5.99585,3868,57.70,MORTGAGE,4.80,paid off,11,t,0.50
Fully Paid,7550,f,30000,25.86,10.17440,7974,45.10,RENT,5.80,paid off,4,t,0.35
Fully Paid,11000,f,81600,27.29,5.26853,5847,52.20,MORTGAGE,5.40,paid off,11,t,0.35
Fully Paid,1500,f,35000,11.59,1.74171,5919,65.80,RENT,4.40,paid off,1,t,0.65
Fully Paid,4000,f,25000,11.47,5.89536,8382,53.10,RENT,6.40,paid off,3,t,0.45
Fully Paid,9800,f,28000,8.96,13.02430,11459,31.10,RENT,6.80,paid off,6,t,0.50
Fully Paid,12000,f,45000,10.77,10.16690,18115,33.10,MORTGAGE,7.00,paid off,5,t,0.45
Fully Paid,7500,f,57000,11.28,5.28421,4700,40.20,RENT,6.00,paid off,3,t,0.50
Fully Paid,14400,f,33000,15.71,16.69310,14582,45.60,MORTGAGE,5.20,paid off,11,t,0.50
Fully Paid,12000,f,75000,12.98,5.84016,649,3.00,MORTGAGE,6.40,paid off,6,t,0.70
Fully Paid,35000,f,105000,24.42,13.92700,28003,64.40,MORTGAGE,4.40,paid off,11,t,0.70
Fully Paid,6000,f,18000,18.07,13.20600,10040,32.10,RENT,5.60,paid off,1,t,0.60
Fully Paid,15000,f,75000,26.30,8.41408,25259,82.00,OWN,4.60,paid off,11,t,0.30
Fully Paid,20000,f,172800,6.45,4.64813,23973,44.90,RENT,6.00,paid off,10,t,0.35
Fully Paid,6000,f,34000,16.98,6.72424,4856,68.40,RENT,7.00,paid off,1,t,0.65
Fully Paid,8800,f,110000,12.73,3.34255,15421,84.30,OWN,4.40,paid off,11,t,0.40
Fully Paid,8000,f,42000,22.60,7.99200,4655,26.20,MORTGAGE,5.00,paid off,11,t,0.60
Fully Paid,12000,f,35000,22.22,14.12780,15192,66.10,RENT,4.20,paid off,11,t,0.50
Fully Paid,14000,f,59000,19.10,9.32095,8358,27.20,MORTGAGE,5.40,paid off,9,t,0.50
Fully Paid,16200,f,60000,13.86,11.32240,9692,99.90,RENT,4.00,paid off,3,t,0.40
Fully Paid,4500,f,55000,10.89,3.28647,20578,29.70,MORTGAGE,5.00,paid off,1,t,0.45
Fully Paid,9975,f,60000,25.64,6.24260,7717,58.50,MORTGAGE,6.80,paid off,8,t,0.40
Fully Paid,1500,f,49000,22.36,1.32392,7128,57.50,RENT,3.20,paid off,11,t,0.45
Fully Paid,7000,f,68000,17.42,4.07647,15226,56.80,MORTGAGE,5.60,paid off,11,t,0.55
Fully Paid,8000,f,84000,12.16,3.55557,6968,25.20,RENT,6.60,paid off,8,t,0.50
Fully Paid,6000,f,78000,8.15,3.34877,4935,45.70,MORTGAGE,3.60,paid off,11,t,0.60
Fully Paid,5000,f,14000,6.26,15.02740,2491,85.90,RENT,4.80,paid off,1,t,0.25
Fully Paid,29400,f,146000,13.75,8.26940,39091,61.50,RENT,6.00,paid off,3,t,0.45
Fully Paid,1200,f,24000,22.90,1.90650,6675,23.30,OWN,7.00,paid off,2,t,0.55
Fully Paid,13000,f,126400,11.72,4.00443,37252,68.90,MORTGAGE,5.20,paid off,1,t,0.55
Fully Paid,24000,f,73000,8.20,12.66900,18638,35.60,MORTGAGE,5.20,paid off,9,t,0.45
Fully Paid,11100,f,34000,24.00,14.25990,18511,83.80,MORTGAGE,3.40,paid off,11,t,0.40
Fully Paid,10000,f,46000,30.68,9.52957,16542,57.40,RENT,3.60,paid off,8,t,0.40
Fully Paid,19000,f,70000,21.03,10.33950,8583,83.30,RENT,5.20,paid off,2,t,0.60
Fully Paid,4000,f,35000,5.38,5.07737,4693,35.60,RENT,4.00,paid off,11,t,0.60
Fully Paid,13900,f,85000,8.85,5.97261,13915,51.20,MORTGAGE,6.20,paid off,11,t,0.60
Fully Paid,24000,f,300000,0.54,3.22880,5068,46.10,MORTGAGE,4.20,paid off,3,t,0.55
Fully Paid,9600,f,50000,8.81,7.11096,1180,9.30,RENT,6.40,paid off,6,t,0.65
Fully Paid,750,f,19000,24.00,1.58021,12220,84.90,RENT,5.00,paid off,1,t,0.45
Fully Paid,10000,f,110000,13.23,3.65945,24473,63.10,MORTGAGE,6.00,paid off,2,t,0.55
Fully Paid,20000,f,48000,2.35,16.28680,6856,20.50,RENT,5.40,paid off,8,t,0.60
Fully Paid,12800,f,65000,13.12,8.22775,19280,91.80,MORTGAGE,4.40,paid off,9,t,0.55
Fully Paid,20000,f,61000,23.43,13.13390,41191,70.50,RENT,5.80,paid off,11,t,0.45
Fully Paid,5000,f,75000,4.46,2.58112,249,10.00,RENT,5.80,paid off,5,t,0.65
Fully Paid,2400,f,71000,33.57,1.59313,155341,23.00,RENT,1.40,paid off,4,t,0.70
Fully Paid,6000,f,55000,9.69,4.29469,14454,84.00,MORTGAGE,5.40,paid off,11,t,0.60
Fully Paid,4500,f,65000,14.66,2.91914,18611,76.60,MORTGAGE,5.00,paid off,6,t,0.35
Fully Paid,5000,f,94000,6.81,2.24477,3854,96.30,RENT,4.00,paid off,11,t,0.25
Fully Paid,3000,f,60000,19.44,2.03600,20588,96.80,RENT,4.20,paid off,11,t,0.30
Fully Paid,20000,f,51000,16.99,14.72490,19426,43.20,MORTGAGE,6.80,paid off,11,t,0.65
Fully Paid,7200,f,58000,1.83,5.11531,2143,5.90,RENT,4.40,paid off,7,t,0.80
Fully Paid,35000,f,110000,32.38,13.40110,27078,62.80,MORTGAGE,4.80,paid off,11,t,0.40
Fully Paid,13375,f,91000,14.12,5.41543,1798,14.50,MORTGAGE,6.40,paid off,10,t,0.65
Fully Paid,8675,f,25402,29.90,14.56610,14644,88.20,RENT,5.00,paid off,4,t,0.35
Fully Paid,13000,f,40000,22.68,12.87000,13432,81.40,RENT,5.60,paid off,4,t,0.40
Fully Paid,3000,f,76209,3.51,1.61965,8790,92.50,MORTGAGE,5.00,paid off,11,t,0.50
Fully Paid,10000,f,27996,22.97,13.75700,11488,22.30,MORTGAGE,7.00,paid off,9,t,0.75
Fully Paid,2000,f,50000,23.66,1.87392,2060,89.60,RENT,1.60,paid off,9,t,0.35
Fully Paid,12000,f,65000,25.35,6.80215,10904,35.90,MORTGAGE,6.40,paid off,11,t,0.60
Fully Paid,13700,f,36000,24.52,14.28930,4310,24.10,OWN,6.80,paid off,6,t,0.50
Fully Paid,11525,f,91000,26.12,4.72681,0,0.00,MORTGAGE,6.80,paid off,3,t,0.55
Fully Paid,24000,f,90000,14.07,11.03830,10365,82.90,MORTGAGE,4.40,paid off,7,t,0.40
Fully Paid,20000,f,82000,8.63,9.86034,29704,35.90,OWN,4.20,paid off,11,t,0.40
Fully Paid,2000,f,43000,24.47,1.72716,4549,22.60,MORTGAGE,6.60,paid off,4,t,0.55
Fully Paid,4500,f,60000,22.04,3.27880,3995,57.90,OWN,3.40,paid off,11,t,0.55
Fully Paid,24000,f,150000,3.72,5.89512,13980,28.20,MORTGAGE,6.40,paid off,6,t,0.55
Fully Paid,20000,f,90000,12.91,8.90187,15189,61.00,MORTGAGE,5.80,paid off,11,t,0.45
Fully Paid,10000,f,70000,19.22,5.78040,9388,99.90,MORTGAGE,6.00,paid off,3,t,0.50
Fully Paid,7500,f,125000,2.25,2.54170,6221,86.00,RENT,3.20,paid off,9,t,0.60
Fully Paid,2000,f,53000,1.86,1.46898,5541,54.30,RENT,6.00,paid off,4,t,0.40
Fully Paid,8000,f,49000,17.90,6.61176,6020,48.90,MORTGAGE,5.80,paid off,6,t,0.60
Fully Paid,4375,f,90600,7.01,2.26225,1473,58.90,OWN,1.60,paid off,5,t,0.40
Fully Paid,6000,f,58004,18.97,4.32198,8917,48.00,MORTGAGE,4.80,paid off,11,t,0.55
Fully Paid,12000,f,69600,5.71,6.41586,0,0.00,RENT,6.80,paid off,7,t,0.55
Fully Paid,5000,f,91200,14.23,2.23237,6996,0.86,RENT,4.20,paid off,4,t,0.50
Fully Paid,17450,f,95000,11.30,7.12901,18380,71.00,RENT,5.20,paid off,1,t,0.40
Fully Paid,8000,f,78000,14.66,4.16015,2135,41.90,MORTGAGE,4.40,paid off,6,t,0.55
Fully Paid,6000,f,55000,21.91,4.15680,19632,38.30,MORTGAGE,7.00,paid off,4,t,0.40
Fully Paid,15000,f,95000,8.56,6.48417,11896,80.90,MORTGAGE,6.00,paid off,7,t,0.55
Fully Paid,8400,f,65000,16.78,5.38357,14378,55.90,MORTGAGE,4.40,paid off,3,t,0.40
Fully Paid,8400,f,60000,5.58,5.87420,5996,63.10,MORTGAGE,4.60,paid off,8,t,0.60
Fully Paid,20050,f,55846,18.37,13.48070,6909,31.40,RENT,6.80,paid off,3,t,0.60
Fully Paid,16000,f,200000,19.30,2.94192,318545,91.50,OWN,6.40,paid off,3,t,0.60
Fully Paid,8500,f,42048,23.77,7.57306,9955,20.00,MORTGAGE,6.60,paid off,11,t,0.70
Fully Paid,20000,f,118000,6.91,6.36417,4816,31.70,OWN,6.80,paid off,3,t,0.70
Fully Paid,8000,f,125000,9.36,2.75962,14778,90.10,MORTGAGE,3.20,paid off,6,t,0.50
Fully Paid,10000,f,30000,16.00,13.18760,4429,18.80,RENT,5.40,paid off,4,t,0.65
Fully Paid,9000,f,50000,22.63,7.83624,24216,62.10,RENT,3.40,paid off,3,t,0.35
Fully Paid,6500,f,110000,23.01,2.15825,28618,32.20,MORTGAGE,6.20,paid off,11,t,0.55
Fully Paid,6500,f,40000,13.31,6.48810,10322,83.20,RENT,5.60,paid off,1,t,0.35
Fully Paid,20000,f,100000,7.12,7.54188,4671,66.70,RENT,7.00,paid off,4,t,0.65
Fully Paid,6200,f,55000,13.70,4.15353,5600,30.80,MORTGAGE,6.40,paid off,11,t,0.55
Fully Paid,14000,f,110000,13.54,5.08156,41114,94.50,MORTGAGE,5.60,paid off,11,t,0.55
Fully Paid,5000,f,50004,0.36,3.83345,49,0.50,MORTGAGE,6.80,paid off,11,t,0.65
Fully Paid,5000,f,26400,13.55,7.41727,40091,33.20,RENT,4.20,paid off,11,t,0.55
Fully Paid,24000,f,66000,2.55,13.39800,5258,39.10,MORTGAGE,6.40,paid off,11,t,0.70
Fully Paid,4000,f,90000,24.33,1.63760,43108,69.40,MORTGAGE,6.40,paid off,11,t,0.40
Fully Paid,6000,f,80000,6.85,2.89020,6532,40.10,MORTGAGE,5.20,paid off,7,t,0.55
Fully Paid,12675,f,50000,29.21,10.05600,3881,27.00,RENT,5.80,paid off,11,t,0.45
Fully Paid,14400,f,55000,23.04,4.97171,17568,66.00,MORTGAGE,2.20,paid off,11,t,0.20
Fully Paid,4000,f,97200,13.16,1.58074,41248,5.30,MORTGAGE,5.20,paid off,5,t,0.50
Fully Paid,10200,f,72000,17.21,5.17417,6838,17.80,MORTGAGE,6.20,paid off,7,t,0.40
Fully Paid,20000,f,65000,6.72,12.02710,11983,67.00,RENT,5.40,paid off,1,t,0.55
Fully Paid,12000,f,87000,16.83,5.58097,50361,25.50,MORTGAGE,6.00,paid off,2,t,0.50
Fully Paid,17000,f,70000,20.04,8.93074,4160,48.90,RENT,6.40,paid off,2,t,0.45
Fully Paid,7200,f,60000,3.98,3.86680,1092,5.70,MORTGAGE,6.40,paid off,6,t,0.65
Fully Paid,6900,f,33000,12.69,8.09527,1612,35.80,MORTGAGE,5.20,paid off,7,t,0.55
Fully Paid,7000,f,66000,11.68,4.46709,6719,42.00,MORTGAGE,4.80,paid off,11,t,0.60
Fully Paid,15750,f,295000,18.05,2.06009,38383,74.70,MORTGAGE,5.20,paid off,11,t,0.60
Fully Paid,15000,f,121000,4.33,4.90483,8816,76.70,RENT,5.80,paid off,11,t,0.65
Fully Paid,5000,f,50150,19.21,3.64140,3286,36.10,RENT,6.20,paid off,10,t,0.60
Fully Paid,6000,f,60000,27.43,3.99260,13471,39.80,RENT,5.60,paid off,8,t,0.45
Fully Paid,25000,f,95000,18.25,9.84051,4411,42.40,MORTGAGE,6.60,paid off,9,t,0.55
Fully Paid,35000,f,122000,13.93,11.78110,29401,89.90,RENT,6.00,paid off,11,t,0.40
Fully Paid,8000,f,40000,17.22,8.73570,7795,83.80,OWN,3.40,paid off,1,t,0.25
Fully Paid,6075,f,60000,20.12,4.15800,8720,55.20,OWN,6.00,paid off,2,t,0.60
Fully Paid,5000,f,125000,7.69,1.70611,15181,96.70,RENT,5.00,paid off,3,t,0.50
Fully Paid,20000,f,49200,24.56,15.26370,16412,35.00,MORTGAGE,6.80,paid off,3,t,0.70
Fully Paid,5500,f,60070,9.23,3.76701,7086,59.00,RENT,5.00,paid off,3,t,0.55
Fully Paid,20000,f,51000,17.46,15.96380,8467,26.70,RENT,4.80,paid off,1,t,0.75
Fully Paid,5025,f,70000,20.18,2.73531,2009,30.90,MORTGAGE,7.00,paid off,5,t,0.50
Fully Paid,1400,f,32500,11.34,1.96615,4758,26.60,MORTGAGE,2.40,paid off,11,t,0.50
Fully Paid,10800,f,52000,15.58,8.55092,21153,80.30,RENT,4.40,paid off,4,t,0.60
Fully Paid,5850,f,28800,0.42,7.60250,449,15.00,RENT,6.40,paid off,1,t,0.60
Fully Paid,8000,f,50000,5.83,5.89512,8668,46.90,MORTGAGE,6.40,paid off,4,t,0.60
Fully Paid,4000,f,67500,14.91,2.37387,2154,59.80,MORTGAGE,5.80,paid off,2,t,0.25
Fully Paid,3000,f,103000,10.45,1.09340,11185,38.00,RENT,7.00,paid off,5,t,0.50
Fully Paid,35000,f,130000,7.18,10.59860,15063,17.80,MORTGAGE,5.40,paid off,11,t,0.70
Fully Paid,25000,f,70000,16.73,14.97650,29283,55.20,OWN,4.00,paid off,5,t,0.55
Fully Paid,21000,f,86000,20.29,8.91837,9114,40.10,MORTGAGE,6.20,paid off,11,t,0.70
Fully Paid,19500,f,72019,17.92,11.10170,10328,26.50,RENT,4.60,paid off,8,t,0.55
Fully Paid,10000,f,108000,11.56,3.74333,3272,45.40,OWN,5.80,paid off,2,t,0.65
Fully Paid,20000,f,65000,15.36,13.43960,8641,67.50,MORTGAGE,3.40,paid off,3,t,0.50
Fully Paid,7000,f,130000,14.37,2.28102,18246,53.80,MORTGAGE,4.80,paid off,3,t,0.65
Fully Paid,12300,f,38199,29.03,13.64010,16901,57.50,MORTGAGE,4.80,paid off,4,t,0.65
Fully Paid,15000,f,122000,19.78,5.24341,44414,98.70,MORTGAGE,3.40,paid off,11,t,0.45
Fully Paid,20000,f,92000,10.47,8.16274,12626,38.70,OWN,6.80,paid off,1,t,0.55
Fully Paid,20500,f,50000,21.65,16.27340,13132,82.60,RENT,5.60,paid off,8,t,0.45
Fully Paid,12600,f,65000,8.83,7.47434,18490,57.80,MORTGAGE,5.20,paid off,5,t,0.45
Fully Paid,5000,f,57000,17.79,3.48926,1404,13.80,OWN,6.00,paid off,6,t,0.55
Fully Paid,15000,f,73450,22.82,8.27028,10664,49.10,MORTGAGE,5.80,paid off,10,t,0.55
Fully Paid,2000,f,70000,11.97,1.15269,11260,69.90,RENT,4.40,paid off,4,t,0.60
Fully Paid,15350,f,68000,7.41,9.49676,8128,90.30,MORTGAGE,4.60,paid off,2,t,0.45
Fully Paid,6500,f,62000,14.13,4.11561,5339,20.10,MORTGAGE,5.20,paid off,2,t,0.55
Fully Paid,12000,f,120000,9.97,4.32450,32946,50.90,MORTGAGE,3.20,paid off,4,t,0.40
Fully Paid,2500,f,55000,9.47,1.87222,0,56.18,RENT,4.20,paid off,6,t,0.25
Fully Paid,4825,f,60000,9.08,3.44020,2520,86.90,MORTGAGE,3.60,paid off,11,t,0.30
Fully Paid,15000,f,60000,23.71,9.84160,25532,85.20,RENT,5.40,paid off,5,t,0.55
Fully Paid,10000,f,65000,13.51,6.14252,4894,47.50,RENT,5.60,paid off,2,t,0.65
Fully Paid,14600,f,30000,21.24,17.77440,10624,30.80,RENT,6.20,paid off,4,t,0.70
Fully Paid,16000,f,60000,27.71,9.73940,15110,32.40,MORTGAGE,6.20,paid off,1,t,0.60
Fully Paid,6000,f,75000,14.91,3.17536,13770,93.00,RENT,5.60,paid off,6,t,0.35
Fully Paid,9000,f,65000,22.73,5.78271,9522,47.60,RENT,3.60,paid off,1,t,0.65
Fully Paid,9600,f,65000,13.85,5.84862,5733,24.80,RENT,5.60,paid off,5,t,0.60
Fully Paid,4500,f,40000,19.23,4.20930,20846,70.40,RENT,7.00,paid off,7,t,0.50
Fully Paid,10000,f,125000,15.24,3.23971,12203,63.40,MORTGAGE,5.80,paid off,4,t,0.55
Fully Paid,8000,f,68000,19.06,4.84782,16053,36.10,MORTGAGE,4.20,paid off,6,t,0.65
Fully Paid,10050,f,50000,21.77,8.46576,10809,54.60,RENT,4.80,paid off,11,t,0.60
Fully Paid,5150,f,50000,7.32,3.92376,4899,68.00,MORTGAGE,5.20,paid off,5,t,0.55
Fully Paid,9200,f,47000,12.82,8.46511,11509,91.30,MORTGAGE,3.20,paid off,11,t,0.50
Fully Paid,24000,f,92000,14.75,9.52774,45259,39.50,MORTGAGE,6.20,paid off,10,t,0.50
Fully Paid,6400,f,36000,13.83,6.94300,16283,89.50,RENT,5.40,paid off,3,t,0.45
Fully Paid,12700,f,62200,23.41,7.98096,8803,65.20,RENT,5.40,paid off,4,t,0.60
Fully Paid,21000,f,118200,20.95,6.94355,78386,74.10,OWN,5.40,paid off,3,t,0.60
Fully Paid,20000,f,70000,7.03,11.40750,3901,18.20,MORTGAGE,5.60,paid off,4,t,0.70
Fully Paid,6675,f,75000,16.78,3.27536,23256,29.30,OWN,6.80,paid off,1,t,0.55
Fully Paid,8500,f,150000,4.82,2.09224,745,7.80,OWN,6.40,paid off,11,t,0.55
Fully Paid,5250,f,47505,26.88,4.47566,22768,80.50,MORTGAGE,5.80,paid off,11,t,0.50
Fully Paid,4200,f,120000,12.02,1.47250,22317,73.70,RENT,4.60,paid off,11,t,0.40
Fully Paid,20000,f,67000,21.37,12.06790,13033,43.00,MORTGAGE,6.00,paid off,11,t,0.65
Fully Paid,7500,f,85000,8.10,2.29186,33667,73.20,RENT,5.60,paid off,4,t,0.65
Fully Paid,8875,f,36400,16.75,9.87396,4493,66.10,RENT,5.80,paid off,4,t,0.45
Fully Paid,15000,f,230000,6.74,2.38054,4123,28.90,RENT,6.40,paid off,1,t,0.50
Fully Paid,10400,f,82000,13.31,4.74263,5226,57.40,MORTGAGE,6.60,paid off,9,t,0.60
Fully Paid,10600,f,65000,24.76,6.32917,18352,66.80,RENT,5.20,paid off,4,t,0.35
Fully Paid,20000,f,115000,5.17,6.53019,127480,2.50,MORTGAGE,6.80,paid off,11,t,0.60
Fully Paid,2400,f,46000,17.77,2.39061,2496,46.20,RENT,2.80,paid off,5,t,0.50
Fully Paid,9000,f,50000,15.41,7.22880,6183,31.50,OWN,4.20,paid off,4,t,0.55
Fully Paid,5600,f,30000,7.60,8.01640,6973,48.10,MORTGAGE,5.00,paid off,3,t,0.65
Fully Paid,7500,f,60000,13.85,5.12600,7625,68.80,MORTGAGE,4.20,paid off,11,t,0.35
Fully Paid,3500,f,50000,16.56,2.75568,2355,27.70,RENT,5.40,paid off,8,t,0.60
Fully Paid,12000,f,90000,12.57,5.76600,16633,97.10,MORTGAGE,3.20,paid off,11,t,0.40
Fully Paid,3200,f,75000,16.30,1.72800,11922,80.60,OWN,5.80,paid off,1,t,0.45
Fully Paid,10000,f,52000,15.48,7.70354,6622,44.10,RENT,5.80,paid off,5,t,0.45
